1.00609	536
1.01265	1072
1.01964	1608
1.02663	2144
1.03314	2680
1.03408	3216
1.04013	3752
1.04107	4288
1.04202	4824
1.04703	5360
1.05499	5896
1.05593	6432
1.0567	6968
1.07099	7504
1.07193	8040
1.0727	8576
RxDrop at 1.08536
RxDrop at 1.08536
1.08699	9112
1.08793	9648
1.10299	1072
1.11899	1340
1.12597	1554
1.13279	1738
1.1393	1903
1.14582	2053
1.15233	2192
1.15885	2323
1.15979	2446
1.16549	2563
1.16699	2675
1.17201	2782
1.1738	2885
1.18299	2984
1.18393	3080
1.18933	3173
1.19899	3263
1.19993	3351
1.2007	3436
1.21499	3519
1.21593	3600
1.2167	3679
1.23099	3757
1.23193	3833
1.2327	3907
1.24699	3980
1.24793	4052
1.2487	4122
RxDrop at 1.26042
RxDrop at 1.26042
1.26299	4191
1.26471	1072
1.27899	1340
1.28597	1554
RxDrop at 1.28945
RxDrop at 1.28945
1.30104	1072
1.31407	1340
1.32106	1554
1.32805	1738
1.33504	1903
1.34155	2053
1.34807	2192
1.35458	2323
1.35552	2446
1.36157	2563
1.36251	2675
1.36856	2782
1.3695	2885
1.37554	2984
1.37649	3080
1.38206	3173
1.38282	3263
1.39099	3351
1.39193	3436
1.3927	3519
1.40699	3600
1.40793	3679
1.4087	3757
1.42299	3833
1.42393	3907
1.4247	3980
1.43899	4052
1.43993	4122
1.4407	4191
1.45499	4259
1.45593	4326
1.4567	4392
1.47099	4457
1.47193	4521
1.4727	4584
1.48699	4646
1.48793	4707
1.4887	4768
1.50299	4828
1.50393	4887
1.5047	4945
1.51899	5003
1.51993	5060
1.5207	5116
1.53499	5172
1.53593	5227
1.5367	5281
1.55099	5335
1.55193	5388
1.5527	5441
1.56699	5493
1.56793	5545
1.5687	5596
1.58299	5647
1.58393	5697
1.5847	5747
1.59899	5796
1.59993	5845
1.6007	5894
1.61499	5942
1.61593	5990
1.6167	6037
1.63099	6084
1.63193	6131
1.6327	6177
1.64699	6223
1.64793	6269
1.6487	6314
1.66299	6359
1.66393	6404
1.6647	6448
1.67899	6492
1.67993	6536
1.6807	6579
1.69499	6622
1.69593	6665
1.6967	6708
1.71099	6750
1.71193	6792
1.7127	6834
1.72699	6876
1.72793	6917
1.7287	6958
1.74299	6999
1.74393	7040
1.7447	7080
1.75899	7120
1.75993	7160
1.7607	7200
1.77499	7239
1.77593	7278
1.7767	7317
1.79099	7356
1.79193	7395
1.7927	7433
1.80699	7471
1.80793	7509
1.8087	7547
1.82299	7585
1.82393	7622
1.8247	7659
1.83899	7696
1.83993	7733
1.8407	7770
1.85499	7806
1.85593	7842
1.8567	7878
1.87099	7914
1.87193	7950
1.8727	7986
1.88699	8021
1.88793	8056
1.8887	8091
1.90299	8126
1.90393	8161
1.9047	8196
1.91899	8231
1.91993	8265
1.9207	8299
1.93499	8333
1.93593	8367
1.9367	8401
1.95099	8435
1.95193	8469
1.9527	8502
1.96699	8535
1.96793	8568
1.9687	8601
RxDrop at 1.98089
RxDrop at 1.98089
1.98299	8634
1.98441	8667
RxDrop at 1.99547
RxDrop at 1.99547
1.999	1232
2.01499	1465
2.02197	1661
2.02879	1833
RxDrop at 2.03273
RxDrop at 2.03273
2.0353	1989
2.0426	1072
2.05581	1340
2.06262	1554
2.06961	1738
2.0766	1903
2.08311	2053
2.08963	2192
2.09614	2323
2.09708	2446
2.10313	2563
2.10407	2675
2.11052	2782
2.11146	2885
2.11703	2984
2.12652	3080
2.12746	3173
2.13303	3263
2.14252	3351
2.14346	3436
2.1444	3519
2.15852	3600
2.15946	3679
2.1604	3757
2.17452	3833
2.17546	3907
2.1764	3980
2.19052	4052
2.19146	4122
2.1924	4191
2.20652	4259
2.20746	4326
2.2084	4392
2.22252	4457
2.22346	4521
2.2244	4584
2.23852	4646
2.23946	4707
2.2404	4768
2.25452	4828
2.25546	4887
2.2564	4945
2.27052	5003
2.27146	5060
2.2724	5116
2.28652	5172
2.28746	5227
2.2884	5281
2.30252	5335
2.30346	5388
2.3044	5441
2.31852	5493
2.31946	5545
2.3204	5596
2.33452	5647
2.33546	5697
2.3364	5747
2.35052	5796
2.35146	5845
2.3524	5894
2.36652	5942
2.36746	5990
2.3684	6037
2.38252	6084
2.38346	6131
2.3844	6177
2.39852	6223
2.39946	6269
2.4004	6314
2.41452	6359
2.41546	6404
2.4164	6448
2.43052	6492
2.43146	6536
2.4324	6579
2.44652	6622
2.44746	6665
2.4484	6708
2.46252	6750
2.46346	6792
2.4644	6834
2.47852	6876
2.47946	6917
2.4804	6958
2.49452	6999
2.49546	7040
2.4964	7080
2.51052	7120
2.51146	7160
2.5124	7200
2.52652	7239
2.52746	7278
2.5284	7317
2.54252	7356
2.54346	7395
2.5444	7433
2.55852	7471
2.55946	7509
2.5604	7547
2.57452	7585
2.57546	7622
2.5764	7659
2.59052	7696
2.59146	7733
2.5924	7770
2.60652	7806
2.60746	7842
2.6084	7878
2.62252	7914
2.62346	7950
2.6244	7986
2.63852	8021
2.63946	8056
2.6404	8091
2.65452	8126
2.65546	8161
2.6564	8196
2.67052	8231
2.67146	8265
2.6724	8299
2.68652	8333
2.68746	8367
2.6884	8401
2.70252	8435
2.70346	8469
2.7044	8502
2.71852	8535
2.71946	8568
2.7204	8601
2.73452	8634
2.73546	8667
2.7364	8700
2.75052	8733
2.75146	8765
2.7524	8797
2.76652	8829
2.76746	8861
2.7684	8893
2.78252	8925
2.78346	8957
2.7844	8989
2.79852	9020
2.79946	9051
2.8004	9082
2.81452	9113
2.81546	9144
2.8164	9175
2.83052	9206
2.83146	9237
2.8324	9268
2.84652	9298
2.84746	9328
2.8484	9358
2.86252	9388
2.86346	9418
2.8644	9448
2.87852	9478
2.87946	9508
2.8804	9538
2.89452	9568
2.89546	9598
2.8964	9627
2.91052	9656
2.91146	9685
2.9124	9714
2.92652	9743
2.92746	9772
2.9284	9801
2.94252	9830
2.94346	9859
2.9444	9888
2.95852	9917
2.95946	9945
2.9604	9973
2.97452	10001
2.97546	10029
2.9764	10057
2.99052	10085
2.99146	10113
2.9924	10141
3.00652	10169
3.00746	10197
3.0084	10225
3.02252	10253
3.02346	10281
3.0244	10308
3.03852	10335
3.03946	10362
3.0404	10389
