1.00609	536
1.01265	821
1.21917	1007
1.42568	1159
1.43267	1291
1.43966	1409
1.44664	1517
1.45363	1618
1.46062	1712
1.46713	1801
1.47365	1886
1.48016	1967
1.48668	2044
1.49319	2118
1.49971	2190
1.50622	2259
1.50717	2326
1.51321	2391
1.51416	2455
RxDrop at 1.51668
RxDrop at 1.51668
1.52115	1072
1.53419	1340
1.54117	1608
1.54816	1876
1.55468	2144
1.56119	2412
1.56213	2680
1.56818	2948
1.56912	3216
1.57469	3484
1.57564	3752
1.57658	4020
1.58168	4288
1.58262	4556
1.58357	4824
1.5882	5092
1.58914	5360
1.59008	5628
1.59103	5896
1.59471	6164
1.59565	6432
1.5966	6700
1.59754	6968
1.59849	7236
1.60123	7504
1.60217	7772
1.60311	8040
RxDrop at 1.60337
RxDrop at 1.60337
1.60406	8308
1.605	8576
1.60595	8844
RxDrop at 1.60847
RxDrop at 1.60847
1.60869	3752
1.6204	4020
1.62135	4288
1.62229	4556
1.62598	4824
1.62739	5092
1.62834	5360
1.62928	5628
1.63296	5896
1.63391	6164
1.63485	6432
1.6358	6700
1.63674	6968
1.63995	7236
1.64089	7504
1.64184	7772
1.64278	8040
1.64373	8308
1.64467	8576
1.64647	8844
1.64741	9112
1.64835	9380
1.6493	9648
1.65024	9916
1.65119	10184
1.65213	10452
1.65307	10720
1.65402	10988
1.65496	11256
1.65591	11524
1.65685	11792
1.65779	12060
1.65874	12328
1.65968	12596
1.66063	12864
1.66157	13132
1.66251	13400
1.66346	13668
1.6644	13936
1.66535	14204
1.66629	14472
1.66723	14740
1.66818	15008
1.66912	15276
1.67007	15544
1.67101	15812
1.67195	16080
1.6729	16348
1.67384	16616
1.67479	16884
1.67573	17152
1.67667	17420
1.67762	17688
1.67856	17956
1.67951	18224
1.68045	18492
1.68139	18760
1.68234	19028
1.68328	19296
1.68423	19564
1.68517	19832
1.68572	20100
1.68666	20368
1.6876	20636
1.68838	20904
1.69499	21172
1.69593	21440
1.6967	21708
1.71099	21976
1.71193	22244
1.7127	22512
1.72699	22780
1.72793	23048
1.7287	23316
1.74299	23584
1.74393	23852
1.7447	24120
1.75899	24388
1.75993	24656
1.7607	24924
1.77499	25192
1.77593	25460
1.7767	25728
1.79099	25996
1.79193	26264
1.7927	26532
1.80699	26800
1.80793	27068
1.8087	27336
1.82299	27604
1.82393	27872
1.8247	28140
1.83899	28408
1.83993	28676
1.8407	28944
1.85499	29212
1.85593	29480
1.8567	29748
1.87099	30016
1.87193	30284
1.8727	30552
1.88699	30820
1.88793	31088
1.8887	31356
1.90299	31624
1.90393	31892
1.9047	32160
1.91899	32428
1.91993	32696
1.9207	32964
1.93499	33232
1.93593	33500
1.9367	33768
